时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 12:57:54:568	WTGSB-A6(C3:11:EA:D7:53:77)	-0.007	-0.702	-0.052	-12.085	23.315	-41.382	-89.30	9.79	-42.46	-56.448	17.444	94.178	0.68915	-0.62650	0.30551	-0.19785	4.7	13111	50
2025-5-24 12:57:54:568	WTGSB-A6(C3:11:EA:D7:53:77)	-0.518	-0.811	0.002	-10.681	24.536	-39.124	-89.35	9.57	-42.55	-56.448	17.444	94.178	0.68915	-0.62650	0.30551	-0.19785	4.7	13111	50
2025-5-24 12:57:54:568	WTGSB-A6(C3:11:EA:D7:53:77)	-0.995	-1.750	0.458	-6.836	20.752	-42.297	-89.37	9.34	-42.62	-56.448	17.444	94.178	0.68915	-0.62650	0.30551	-0.19785	4.7	13111	50
2025-5-24 12:57:54:568	WTGSB-A6(C3:11:EA:D7:53:77)	-0.766	-0.081	0.665	3.357	17.944	-48.645	-89.35	9.09	-42.68	-57.820	13.622	95.746	0.68915	-0.62650	0.30551	-0.19785	4.7	13111	50
2025-5-24 12:57:54:568	WTGSB-A6(C3:11:EA:D7:53:77)	-0.400	-0.394	0.188	-8.850	19.714	-57.068	-89.37	8.80	-42.75	-57.820	13.622	95.746	0.68915	-0.62650	0.30551	-0.19785	4.7	13111	50
2025-5-24 12:57:54:569	WTGSB-A6(C3:11:EA:D7:53:77)	-0.043	-0.316	0.484	-11.719	25.146	-69.458	-89.42	8.45	-42.85	-57.820	13.622	95.746	0.68915	-0.62650	0.30551	-0.19785	4.7	13111	50
2025-5-24 12:57:54:577	WTRIGHT(D0:74:13:DA:DA:8C)	-0.058	-2.896	-0.225	-42.297	17.151	51.392	-84.62	0.62	-176.01	-1.372	20.580	-12.740	-0.02634	0.02423	-0.66577	0.74524	4.8	13111	60
2025-5-24 12:57:54:578	WTRIGHT(D0:74:13:DA:DA:8C)	-0.480	-1.600	-0.958	-30.701	15.564	51.514	-84.80	0.87	-176.06	-1.372	20.580	-12.740	-0.02634	0.02423	-0.66577	0.74524	4.8	13111	60
2025-5-24 12:57:54:578	WTRIGHT(D0:74:13:DA:DA:8C)	-0.465	-2.411	-1.457	-19.043	20.325	38.635	-84.94	1.08	-176.13	-1.372	20.580	-12.740	-0.02634	0.02423	-0.66577	0.74524	4.8	13111	60
2025-5-24 12:57:54:578	WTRIGHT(D0:74:13:DA:DA:8C)	0.413	-0.318	-0.374	7.324	18.555	24.231	-84.95	1.21	-176.19	-1.372	20.580	-12.740	-0.02634	0.02423	-0.66577	0.74524	4.8	13111	60
2025-5-24 12:57:54:578	WTRIGHT(D0:74:13:DA:DA:8C)	1.234	-0.383	0.973	1.343	20.264	28.992	-84.97	1.37	-176.27	-1.372	20.580	-12.740	-0.02634	0.02423	-0.66577	0.74524	4.8	13111	60
2025-5-24 12:57:54:578	WTRIGHT(D0:74:13:DA:DA:8C)	1.008	-3.588	0.019	-27.710	21.362	39.673	-85.14	1.57	-176.36	-1.372	20.580	-12.740	-0.02634	0.02423	-0.66577	0.74524	4.8	13111	60
